English	Yoruba
If you go online right now, you'll get so much phony-baloney information.	Bi o ba lo lori ayelujara ni bayii, o maa gba òpòlopò iwifun ti o n gbe.
Anthony Martial joined Manchester United in 2015 from Monaco football club for thirty six million Euro (£36 million or $47m), since then he has been seing himself has one of the best young footballer.	Anthony Martial dara pò mó ikò agbabóòlu Manchester United lódun 2015, lati orilè-ede Monaco fun miliònu méfa euro (£36 million euro tabi $47m), lati igba yen, o ti n ri i pe ara rè ni òkan lara awon akékòó agbabóòlu
Virus outbreak and regime survival	Iji arun ati idagbasoke rè
Governor Makinde affirmed that his administration would always make the welfare of the citizens a priority.	Bakan naa, Gomina Makinde fikun un pe ijoba rè o gbodò ran awon omo ilè naa lówó.
"49. I also thank the Nigeria Governors"" Forum and the Presidential Task Force for all their hard work to date. Through this collaboration, I remain confident that success is achievable."	Mo tun dupé lówó Igbimò Oludari ati Igbimò Aare fun isé takuntakun ti wón n sisé lorilè-ede Naijiria. Nitori isé takuntakun ti wón se yii, o da mi loju pe isé amayederun ni n se.
It's clear that multilateral cooperation is essential.	O se kedere pe ifowósowópò òtòòtò n se pataki.
This exposes a much larger and systemic issue.	Eyi jé òkan lara awon nnkan ti o lagbara ju ti ijoba n se.
"The other concern I hear a lot about is: ""We just can't afford it, we just don't have the money."	"Isoro miiran ti mo gbó nipa rè ni: ""A o le ra a, a o ni owo."
Not the hypocritical decoration of the rooms, Labake now knew.	Labake mò pe ki i se awon nnkan ti wón n se ninu awon yàrá naa.
On May 6, the journalists appeared at an appeal hearing, after approximately six months in jail.	Ni May 6, awon akòroyin wa jade nile ejó kan, léyin ti wón ti wa léwòn osu méfa.
Adjusting to the rapid pace of technological change creates real challenges, seen most clearly in our polarized labor market and the threat that it poses to economic mobility.	Nigba ti a ba n tèsiwaju si ipò awon nnkan nipa èro-ayarabiasa n se awon isoro to lagbara, a si ri i kedere ninu òpò owo wa ati ewu ti o n se fun idagbasoke owo.
"Psychologists call that tendency ""confirmation bias."	"Awon onimò nipa ohun ti wón n pe ni ""ibi idanimò"" ni."
But now, it's a crime scene.	Sugbón bayii, èsun iwa òdaran ni.
He said the Legislature would continue to move relentlessly in that direction, despite the unforeseen challenges posed by the COVID-19 pandemic.	O ni ile igbimò asofin yoo maa tèsiwaju lori ilana yii, bo tiè jé pe arun COVID-19 ti arun COVID-19 ti n selè nilè yii.
And her all alone in the house too!	Gbogbo won nikan ni ile naa!
"Further, she argued the court erred by ""equating the age of the child and the age of marriage,"" meaning that the court should consider male and female children differently when it comes to marriageable age."	"Bakan naa, o tun fèsun kan pe ile ejó kò lati ""gba omode omo ati omode iyawo,"" to fi mó pe ile ejó gbodò gbe awon omo omode ati awon omo obinrin lówó nigba ti wón ba wa si ojó"
It is not in the presence of the flame that water-yam grows hair.	Ki i se ina ni omi n gbe irun.
How could she have forgotten Adio so easily?	Bawo ni o se le gbagbe Adio loju?
But if you think about the image of solar cells, it's kind of stayed the same for the last 60 years.	Sugbón ti o ba ronu nipa aworan èro-ayarabiasa, iru bii ti o se n lo fun ogórun-un (70) odun séyin.
The case is under consideration, verdict in max 30 days.	A n gbó ejó naa, a si n gbó ejó naa lójó meji.
Although the underlined word bó̩ò̩lu is not native to the Yorùbá language, speakers manage to make it fit.	Bo tiè jé pe òrò bo̩o̩lu ki i se ede Yoruba, awon to n sòrò n se e.
For us humans, it is a superpower that has produced incredible discoveries in the medical and scientific field.	Fun awon eeyan, agbara to lagbara ni o ti se iwadii nla lori èka ijinlè ati imò-ijinlè.
While Obi did indeed deport beggars back to states in Southern Nigeria, he did not deport northerners and the accusation tweeted (Figure 1) by the Coalition of Buhari-Osibanjo Movement Twitter account was inaccurate.	Bo tiè jé pe Obi kó awon eeyan silè si awon ipinlè to wa ni Southern Nigeria, o o kó awon ariwa òhun silè ati èsun ti wón fi kan awon ara ariwa òhun (Figure 1) ti Ajo Buhari-Osibanjo Movement lori Twitter 
3. They will not shake hands with anyone.	3. Wón ki i fi enikéni lówó.
#NAME?	#NAME?
The new cases were confirmed in Lagos, FCT, Akwa Ibom, Kaduna and Bauchi.	Wón da ejó tuntun naa silè ni Eko, FCT, Akwa Ibom, Kaduna ati Bauchi.
Sean's story is not atypical at the Harlem Children's Zone.	Awon òrò yen ki i sòrò nipa awon omo ilu Harlem Children's Zone.
As a result, the English suffix -ious was added to the Yorùbá root word.	Nitori naa, wón fi òrò òrò yii silè si òrò orilè ede Yoruba.
Suddenly, the lawyer raised his voice and said:	Léyin naa, adajó naa gbe òrò rè silè, o ni:
We could use plants to take CO2 out, and then store it in trees, in the soil, deep underground or in the oceans.	A le lo awon igi lati mu CO2 kuro, ki a si fi o si igi, ninu igbo, ninu igbo tabi ninu omi.
How could I want to be made a minister when I rejected the request to be a minister way before the Chibok girls were abducted three years later?	Bawo ni mo le fé se minisita nigba ti mo kò lati jé minisita ki wón to da awon omo Chibok silè lódun méta léyin naa?
Furthermore, the rescue team has continued in the search for the missing airplane and the passengers on Wednesday.	Yatò siyen, ikò agbofinro iranwó naa n bèrè si i n wo okò okò aféfé ati awon omo okò naa lójó Aiku (Wednesday).
"And also make sure that we put in place measures that protect the poor and the vulnerable."""	"Bakan naa, maa ri i daju pe a gbe awon nnkan ti o daabo bo alaafia ati alaafia."""
They might not know of all different versions of a particular website's name - especially if the administrators of the site know it is blocked and register more than one domain.	Wón le mò nipa orisirisi oruko èro-alatagba kan - paapaa bi awon alaboojuto èro-alatagba naa ba mò pe èro-alatagba kan o ti wole, ti wón si fi èro-alatagba kan silè.
The architectural genius of these spaces reveals the finery and steadiness of Mohammed's hand - he's spent careful hours carving, smoothing, cutting, digging, and designing an intricate series of archways, cosy nooks and hidden rooms within rooms, some that have been furnished with soft mattresses and simple earth-slab shelves, while others are stark and cool with tiny, rounded windows flooding through with secret rays of sunlight appearing out of nowhere.	Awon nnkan ti wón n se yii fi han pe owó Mohammed n pò gan-an, o n lo òpò wakati lówó rè, o n gbe, o n gbe, o n gbe, o n gbe, o si n
COVID-19 is not the only debate surrounding YKS in 2020.	Ki i se òrò nipa arun COVID-19 nikan ni wón n so nipa ijoba YKS lódun 2020.
In Zimbabwe, in the 1990s, over 17,000 HIV-positive women were tested without informed consent in trials for the anti-retroviral drug AZT funded by the CDC, WHO and the NIH.	Ni odun 1990, awon obinrin to n boju to arun HIV to le ni egbèrun kan ati ogórun-un méjo (17,000) ni wón sewadii lénu èwòn tori èjè AZT ti CDC, WHO ati NIH se.
"This is not surprising considering that both APC and PDP engaged an army of online warriors to either ""neutralize adverse"" social media reports or ""fend off"" attacks during the campaign periods."	"Eyi o bani ninu loju pe awon osisé APC ati PDP n sisé ologun lori èro-alatagba lori èro-alatagba lati ""sowósowósowósowósopò"" lori èro-alatagba tabi ""sowóso"""
Following her triumph in the 100 metres final of the 2018 African Senior Athletics Championship in Asaba, Ivorien sprint star Ta Lou Marie Josée‏ has expressed her appreciation for the massive support from her countrymen.	Léyin ifesèwonsè olórèéjòré ti o waye ninu idije African Senior Athletics Championship lódun 2018 lorilè-ede Asaba, agbabóòlu Ivorien, Ta Lou Marie Josee ti fi han pe o dupé lówó awon omo orilè-ede rè.
"That's why #mabelmatiz is the treasure of our land. He is a unique ""artist"""	"Idi niyen ti #mabelmatiz fi jé òkan-o-jòkan orilè-ede wa. O jé òkan-o-jòkan ""artist"""
I'll not sleep today', she moaned, I'll not close my eyes.	Mi o ni sun lóna yii, o n sòrò, mi o ni fi oju mi silè.
An elephant's bone: it sticks in the wolf's mouth.	Ekun erin: o n gbe ekun erin.
Time will tell.	Aago ti n so nnkan.
If your passwords are stored both on your computer and in the cloud, an attacker does not need to take over your computer to find out your passwords.	Bi awon òrò-ayarabiasa re ba wa lori èro-ibanisòròo re ati lori ayelujara, aladuugbo o ni lati gba èro-ibanisòròo re lati ri òrò-ayarabiasa re.
He'd been told he would smile.	Wón so fun un pe oun maa yò.
In the Muslim-majority north, discussions about these taboo topics are difficult, often forcing victims into silence.	Ni agbegbe to pò ju ninu awon ara ilu iwò oorun, òrò nipa awon òrò wònyi o nira gan-an, o si n mu ki awon eeyan sòrò.
What I will want you to... to... to...	Nnkan ti mo fé ki o se fun o
Come right in madam.	E wo arabinrin.
---President Buhari directs AGF to intervene in Zainab's case	---Aare Buhari ran AGF lówó lati sòrò lori ejó Zainab.
Because of this, give us the report you have about them.	Tori eyi, fun wa ni iroyin ti o ni nipa won.
Were So-and-So alive he would transform himself into a brown monkey; did the person who preceded him ever transform himself into any kind of monkey?	Ni bayii, o maa da araa rè di ekun; eni ti o n da araa rè di ekun?
It was breaking off, it was thinning, looking just extremely dry and brittle.	O n gbe, o n gbe, o n gbe, o n gbe, o si n gbe.
Stay strong!	Duro igboya!
However, it is usually difficult to prosecute perpetrators because victims are afraid of the backlash and unwilling to talk due to deep trauma associated with these abuses.	Amó, o n soro gan-an lati boju to awon ti wón n se ejó nitori èru n ba awon ti wón n se ejó naa, wón si n sòrò nitori ewu to lagbara ti wón fi n se ejó yii.
There's community-level impact across six cities, again through our amazing partners, that will reach an additional 70,000 people.	Ipinlè naa n waye lori awon ilu méfa, nipa awon agbabóòlu wa, eyi ti yoo mu ki awon eeyan to le ni egbèrun lóna ogórun-un méfa (70,000).
--- FULL TEXT OF PRESIDENT MUHAMMADU BUHARI'S NATIONWIDE BROADCAST	--- Òrò Alaga orilè ede Naijiria MUHAMMADU BUHARI.
Could I or my classmates have changed his fate?	Se mo tabi awon akékòó mi se iyi ara rè pa da?
By doing so, that's how we can separate the two ridge patterns.	Nigba ti a ba n se béè, iyen ni bi a se le fi awon aato meji pò si i.
On July 3, as the debate became more heated, Matiz finally broke his silence:	Ni July 3, bi òrò naa se n pò si i, Matiz fi òrò rè silè:
Violators of this directive will face the full wrath of the law.	Awon to n boju to òrò yii a gbe èru òrò ofin.
This coinage generates many questions and opinions - some students argue that video cameras and recorders can also be called erọ amóhùnmáwòrán based on their functionalities.	Òpòlopò ibeere ati òrò yii n fa òpò ibeere ati ibeere - awon akékòó royin pe awon aworan ati awon aworan ti wón n pe ni ero amohunmaworan ti wón n pe ni ero amohunmaworan
#NAME?	#NAME?
Read more: Nigeria postpones 2019 general elections hours before polls open, citing 'logistics and operations' concerns	Ka si i: orilè-ede Naijiria n gbe awon asekagba idibo odun 2019 silè ki wón to sòrò nipa awon nnkan amayederun ati isé-airidimu
He was returning from an important mission to town, the outcome of which greatly cheered his spirit.	O ti padanu isé pataki kan to selè si ilu, ohun to selè si i mu ki èmi rè dun gan-an.
"And he said, ""Oh, yes, everyone is."	"O ni, ""Béè ni, gbogbo wa ni."
So this is why we have built the University of Global Health Equity, an initiative of Partners in Health, called UGHE, in the rural north of Rwanda.	Eyi ni idi ti a fi kó ile-iwosan ilera Global Health Equity, eyi ti awon ajo to n ri si ijoba n pe ni UGHE, ni agbegbe ariwa orilè-ede Ruwanda.
The data broker agreed to provide them the list.	Atamatase iwadii naa gba pe ki wón fun won ni idanimò naa.
All have tragic backgrounds.	Gbogbo won lo ni ibi ti nnkan jé gan-an.
"In a statement, Amnesty International condemned the use of ""laws to justify human rights violations"" because it will not only stop Nigerians ""from speaking their minds"" but will also ""send them to jail for doing so."""	"Ninu òrò kan ti Amnesty International so, o dajó pe wón n lo ""awon ofin lati da ètó omoniyan silè"" tori pe o maa da awon omo orilè ede Naijiria loju lati ""sokan won loju"" sugbón o maa ""ran wón léwòn fun"
For example, Yorùbá words ayaba and obabìnrin have their meanings situated in a cultural context.	Fun apeere, awon òrò Yoruba ayaba ati obabinrin n tumò si ohun ti wón n pe ni ayaba ati obabinrin.
With this idea in mind, I created Power Plant.	Pèlu idéruba yii, mo da èro-ayarabiasa.
