English	Yoruba
As you know, Lagos was made the capital city by the Britain during the time of the colonial masters, that is why we must see that many businesses from Britain must be in Lagos.	Gégé bi e se mò, ilu Eko ni ijoba orilè-ede Britain se di olu ilu, iyen ni idi ti a fi gbodò ri i pe òpò awon osisé lati orilè-ede Britain ni lati wa ni ilu Eko.
The communiqué was jointly signed by Augusto and Onyeama,	Augusto ati Onyeama ni wón ko iwe asoye naa.
You know way more than any of us.	O mò ju eyikeyii wa lo.
And when we do this, we provide companies with the lawful right to do whatever they want with our data and with the data of our children.	Nigba ti a ba se eyi, a fun awon ileesé ni ètó lati se ohunkohun ti wón fé pèlu data wa ati pèlu data awon omo wa.
"Thus, Figure 3 proclamation that ""a vote for Atiku is a vote for Igbo..."" was aimed to revive the ghost of the acrimonious ethnic hatred that pitched Hausa against Igbo."	"Nitori naa, figagbaga ketala so pe ""Atiku jèbi Igbo"" ni wón n gbe èmi èru èya ti ijoba gbe si ijoba Haba ati Igbo."
How easy was it going to be bringing Alamu to the district, and to the asylum? That aspect of the matter had just occurred to her. How was she going to do it?	Bawo ni o se rorun lati mu Alamu lo si agbegbe naa, ati si ile-iwosan? Òrò naa ti waye lójó yen. Bawo ni o se maa se e?
--- Reps to resume plenary April 28	--- Awon igbimò asofin maa bèrè si i se ipade ni April 28
--- COVID-19: Chief of Staff to President Buhari speaks on his status	--- Alaga awon osisé fun aare Buhari sòrò lori ohun to selè si i.
And I, as a researcher, really wanted to get started on this problem right away.	Mo, gégé bi onimò-ijinlè, fé bèrè si i bèrè lori òrò yii.
When we were stacking the corn we did not stack some for the brown rat.	Nigba ti a n gbe oko, a ki i gbe awon kan fun adie.
Each and every one of us needs educating.	Eni kòòkan ninu wa nilo èkó.
But after the Civil War, nativist voices rose in volume and in power.	Amó léyin Ogun Agbaye, òrò awon onimò ijinlè pò si i, wón si pò si i.
"""Based on the advice of the Federal Ministry of Health and the NCDC, I am directing the cessation of all movements in Lagos and the FCT for an initial period of 14 days with effect from 11pm on Monday, 30th March 2020."	"""Nipasè ibeere ti Ile Isé Eto To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To N Ri si Èka To"
Second, the living conditions of the Syrians in the neighboring countries have been deteriorating.	Èkeji, igbe aye awon omo orilè-ede Siria ni awon orilè-ede to wa nitosi ti pò si i.
And it came to a head when I met this young man in front of the sports center.	O si wa orilè ede yii nigba ti mo pade omobinrin yii niwaju ile-isé ere-idaraya.
I hope to be back at my desk very soon.	Mo nireti pe mo maa pada si èka ófiisi mi bayii.
My first job was working for three months on a lung cancer unit.	Isé akókó ti mo kókó n sisé ni osu méta lori èka arun arun èjè.
And we've dealt with it by killing off lots and lots and lots of chickens, and unfortunately often not reimbursing the peasant farmers with the result that there's cover-up.	A ti n se e nipasè pa òpòlopò ati òpòlopò adie, o si dun wa gan-an pe a ki i san awon agbalagba lówó.
--- Breaking: Nigeria's Treasury House on fire	--- Iji Lile: Ile Isowo orilè ede Naijiria wa ni ina.
What do we know from 1918, the last great pandemic?	Ki ni a mò lati odun 1918, arun arun olórèéjòré?
"""You are lucky today madam', the receptionist said, presenting a smile."	"Alaboojuto ayeye naa so pe: ""O dupé lówó iya mi lonii, o si n yòwò."
The virus has mutated dramatically in the last two years to form two distinct families, if you will, of the H5N1 viral tree with branches in them, and with different attributes that are worrying.	Èjè yii ti se pataki gan-an lódun meji séyin lati di idile meji to yatò si i, ti e ba fé, ninu igi H5N1 ti èka rè wa ninu won, ati pèlu awon ohun ti o n soro.
Saudi Arabia has raised living standards while frustrating many other human strivings.	Orilè-ede Saudi Arabia ti da awon ilana igbe aye rè silè, ti o si n ba òpò awon eeyan mii ninu isé won jé.
Mama imagined herself launching a grip, a firm grip on him, a 'kill-me-now, kill-me-now' grip.	Mama ronu pe araa rè n gbeja, a n gbeja lówó rè, a n gbeja lówó rè, a n 'ku-mi-nii, ku-mi-nii'.
So if I hear this as a designer: a colored surface, a glass colored surface, color that's mostly just used for esthetics, now gets an extra function and is able to harvest electricity, I think, where can we apply this, then?	Bi mo ba gbó yii gégé bi onisé-opolo: aworan oniruuru, aworan ti a n lo fun isé-opolo, ti o si ni anfaani lati gbe èmi, mo ro wi pe, nibo la o le fi eyi se?
The son she knew, deep down in her heart had gone on a journey of no return.	Omo ti o mo, o mò pe o n rin irinajo kankan.
We don't actually have a standard for what should be the protective gear for the first responders, the people who will actually be there on the front lines.	A o ni ilana fun ohun ti o ye ki o jé ohun ti o ye ki o jé ohun ti o ye ki o jé ohun ti o ye ki o jé ohun ti o ye ki o jé ohun ti o ye ki o jé ohun aabo fun awon akókó, 
Top coaches such as Luiz Felipe Scolari, Fabio Capello, Manuel Pellegrini and Andre Villas Boas have also had stints with clubs in the Chinese Super League.	Awon akónimòógba bii Luiz Felipe Scolari, Fabio Capello, Manuel Pellegrini ati Andre Villas Boas tun ti sisé pèlu ikò agbabóòlu ninu idije Chinese Super League.
Yes, madam. Feel free... Because?	Béè ni, iya. E jé ominira... Nitori?
And number five, the Swedish Match company.	Ni iye marun-un, ileesé Swedish Match.
So he was at home with grandma and his baby sibling, who was his only viable support system, since Sean's father is incarcerated.	Nitori naa, o wa nile pèlu iya rè ati omo omode rè, ti o jé òna iranlówó nikan, tori pe baba rè nikan ni wón fi séwòn.
But more crucially, they indicate who those molecules are -- whether I'm seeing paracetamol or something more sinister, forensically speaking.	Sugbón ju lo, wón fi han eni ti awon molecule wònyi jé -- boya mo n ri paracetamol tabi nnkan miiran ti o jé ki n sòrò.
Why is Donald Trump so popular in Nigeria?	Kilode ti Donald Trump fi pò mó orilè-ede Naijiria?
The political atmosphere became ethnically-charged in 2017, two years before the elections, creating the conditions for an atmosphere of distrust.	Ni 2017, odun meji séyin ki ijoba to da ijoba apapò silè, o si mu ki awon eeyan gbékè le ohun ti wón gba gbó.
"Dr. Mira, head of the intensive care unit at Cochin Hospital in Paris, compared the current situation to ""certain AIDS studies, where among prostitutes, we try things because we know that they are highly exposed and don't protect themselves."""	"Dokita Mira to jé olori èka to n boju to isé abe ni Ile-iwosan Cochin niluu Paris fi ohun to selè yii han si ""awon iwadii kan ti wón n se lori arun arun AIDS, nibi ti awon obinrin n gbiyanju lati gb"
7. They will not receive the Antidoron from the Clergy, but on their own as they leave the church.	Awon Elérii Jehofa o ni gba Antidoron lówó awon alufaa, sugbón awon ara won ni wón o ni fi sinsin.
How will I pay them?	Bawo ni mo se maa san won?
The second wave was the mutated, super-killer wave.	Igba kejidinlogun ni iji naa, ti wón n pe ni iji naa, ti wón n pe ni iji naa, ti wón n pe ni iji naa.
The man, they say, lost his job, and could no longer feed himself, feed his family.	Wón so pe, okunrin naa padanu isé rè, ko si le fi ara rè silè, fi ebi rè silè.
If that was the case, then she was with them at the nick of time, she had come to tell him to drop the matter for some time.	Bi iyen ba jé pe, o wa pèlu won lójó kan, o ti so fun un pe ki o da òrò naa silè.
For nine whole months, he had surrounded himself with a mystery that had continued to baffle everybody; a secret that had proved impossible for anybody to decipher - except for that one man who was so dear to him - Adio his only friend.	Fun osu mésan-an, o ti fi òrò ara rè han; òrò ti o jé ki enikéni mò - sugbón fun òré rè kan ti o dara julo - Adio òré rè nikan ni.
As a result, good translations don't compute because these errors are not flagged as inadequate.	Nitori naa, awon atumò ede rere ki i se atunlo nitori awon isoro wònyi ko tó.
We intend to go back at the end of the year to do some more shopping	A fé pa da pada lódun yii lati se awon nnkan miiran
Every day, every week, we agree to terms and conditions.	Ojoojumó, ojoojumó la n gbó ofin ati ilana.
According to the news, those concerned said the attacked was possibly from the NATO militant.	Gégé bi iroyin se so, awon to n sòrò yii so pe awon ti wón n sòrò nipa òrò yii ni lati owó egbé oselu NATO.
I think of my childhood school days in Zimbabwe and the other kids I was in school with.	Mo ronu nipa ojó ikékòó mi ni Zimbabwe ati awon omo mii ti mo wa nile èkó.
Fayemi briefed the governors on various state-level coordination with the Presidential Task Force on COVID-19 and the private sector through the Food, Beverages and Pharmaceuticals Association led by the Manufacturers Association of Nigeria (MAN).	Fayemi salaye fun awon gomina lori awon ohun ti o selè si ijoba ipinlè naa pèlu awon ajo to n ri si arun COVID-19 ati awon ajo to n ri si èka to n ri si èka to n ri si èka to n ri si è
Peter Obi, the running mate of the opposition People's Democratic Party (PDP) presidential candidate Atiku Abubakar, was a victim of ethnocentric disinformation during the last elections.	Peter Obi, to jé agbabóòlu agba ikò agbabóòlu People's Democratic Party (PDP) ti o jé agbabóòlu agba ikò agbabóòlu People's Democratic Party (PDP) ti o n soju fun Atiku Abubakar, ni èri okan rè o
A rampant Manchester City reclaimed top spot in the Premier League overnight after a statement victory over Southampton, Pep Guardiola's men won 6-1 at home as Raheem Sterling bagged a double in the rout. Elsewhere, Chelsea became their closest rivals after a comfortable 3-1 win over Crystal Palace.	Èwè, ikò agbabóòlu Manchester City fagba han ikò agbabóòlu Southampton, léyin ti o fagba han ikò agbabóòlu Southampton pèlu ami-ayo méfa soodo (6-1), ti Raheem Sterling si gba ami-ayo méta soodo (1-2).
That's one reason the mother is the true owner of the child.	Idi kan niyen ti iya fi jé olukulu omo tootó.
"He said ""we have spoken on technology, social amenities and investment."	"O ni ""a ti sòrò nipa èro-ayarabiasa, awon ohun amulo èro-ayarabiasa ati eto isuna."
In a minute, she came out of the small room, and peeped inside Alamu's room.	Léyin iséju kan, o jade kuro ninu yara kekere, o si gbe inu yara Alamu.
Although the offer seems to have been well received, a few Twitter users posed questions:	Bo tiè jé pe wón ti gba èbè naa daadaa, awon olusamulo Twitter kan beere awon ibeere:
How do I enable 2FA?	Bawo ni mo se le lo 2FA?
A new stage and this new stage will end in 2021.	Èro tuntun ati èro tuntun yii yoo pari ni odun 2021.
AG: Well, I think, basically, what triggered this huge increase was the Syrian refugee group.	AG: O daa, mo ro pe, ohun to mu ki iye awon to n gbe ni Siria pò ju lo.
"In a congratulatory letter dated April 14, 2020, to Mr Johnson, President Buhari said, ""I received with great relief the news of your discharge from hospital after being successfully treated for COVID-19."""	"Ninu léta kan ti a pe ni April 14, 2020, si Ògbéni Johnson, aare Buhari so pe, ""Irò yii ran mi lówó gan-an lati ri i pe o ti jade nile iwosan léyin ti wón ti gba itóju arun COVID-19."""
In my experience of being loud on political Twitter for good governance, I've grown a really thick skin, but even that didn't prepare me for the amount of backlash we got through ArewaMeToo and NorthNormal.	Ninu iriri mi ti mo ti n sòrò lori èro-alatagba Twitter fun idagbasoke rere, mo ti di ara to lagbara gan-an, sugbón iyen o se mi lówó fun idagbasoke ti a gbe ni ArewaMeToo ati NorthNormal.
That may have been the first bone of contention around the concert, but it was not the last.	Eyi le jé èyin ti wón kókó gba ninu ere idaraya naa, sugbón ki i se èyin niyen.
Several African countries have been implementing tough protocols to mitigate the spread of the COVID-19 virus.	Òpò orilè-ede ni ilè Adulawò ti n seto ilana to lagbara lati daabo bo arun COVID-19.
Tunisia is ranked 22nd in the world and Senegal 25th.	Orilè-ede Tunisia wa ni ipo kejidinlogun lorilè-ede naa, Senegal si wa ni ipo keta.
"Here's Siti and the Band's ""Nielewe"" (""Understand Me"") and music video, depicting scenes from Zanzibar while telling the story of a woman who experiences domestic abuse and dreams of life in music, much like Omar Juma's personal story:"	"Ni bayii ni Siti ati awon orin ti wón n pe ni ""Nielewe"" (""Gbó Mi"") ati fidio orin, ti wón n salaye itan obinrin kan ti wón n gbe lorilè-ede Zanzibar, ti wón si n so itan obinrin kan ti"
In a statement released on Tuesday, Real Madrid said it sold Ronaldo to Juventus in-line with the wishes of the 33 year old.	Ninu òrò ti ikò agbabóòlu Real Madrid gbe lójó Iségun (Tuesday), Real Madrid so pe, oun ta Ronaldo si Juventus lówó ikò agbabóòlu Juventus pèlu ifé rè omo odun métalelogoji.
